RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure
2787,15585100,Rioux,511,Germany,Female,40,9
2788,15700487,Osonduagwuike,805,France,Male,46,6
2789,15726589,Matveyev,540,Germany,Male,39,1
2790,15747503,Hayward,705,Spain,Male,44,0
2791,15595883,Nkemdirim,540,Germany,Male,39,4
2792,15663826,Brim,532,Spain,Female,66,3
2793,15742820,Trevisano,535,France,Female,45,2
2794,15624793,Soubeiran,627,Germany,Male,23,5
2795,15597930,Wilson,646,France,Male,52,8
2796,15665110,Helena,515,France,Female,25,7
2797,15770719,Duncan,697,France,Female,39,6
2798,15731327,Hale,652,Germany,Male,27,2
2799,15576044,Macdonald,579,Germany,Male,28,6
2800,15775662,McKay,760,France,Male,43,8
2801,15646817,Chiekwugo,769,France,Male,51,9
2802,15596060,Skinner,498,Spain,Male,29,8
2803,15723299,Sorokina,774,France,Male,53,4
2804,15636982,Weller,705,Germany,Female,43,7
2805,15751175,Bess,648,France,Female,44,2
2806,15618936,MacDonald,688,France,Female,51,5
2807,15787529,Gray,592,Spain,Male,38,0
2808,15780128,Ogbonnaya,705,France,Male,33,3
2809,15615991,Udegbulam,654,France,Male,42,7
2810,15757001,Mai,624,France,Female,32,2
2811,15595388,Yeh,594,France,Female,30,10
2812,15699550,Babbage,695,Spain,Female,34,9
2813,15581620,Franklin,597,France,Male,28,2
2814,15600934,Randell,758,France,Female,52,7
2815,15738672,Paterson,737,Germany,Female,40,2
2816,15721307,Pickering,694,Germany,Male,37,1
2817,15619280,Uspensky,683,France,Male,25,4
2818,15768244,Macleod,538,Spain,Female,30,8
2819,15806837,Nnaife,669,France,Male,37,4
2820,15643496,Randolph,730,France,Female,34,5
2821,15813916,Kudryashova,622,France,Female,31,1
2822,15626385,George,714,Spain,Female,33,10
2823,15603582,Robertson,569,Spain,Female,34,3
2824,15764351,Yuryeva,668,Germany,Female,59,5
2825,15667938,Hurst,628,France,Male,32,9
2826,15576360,Ch'iu,600,France,Male,40,1
2827,15628813,King,693,France,Female,43,4
2828,15584190,Esposito,704,France,Male,36,7
2829,15716449,Fraser,527,Spain,Male,33,9
2830,15759913,Trentini,553,Germany,Male,43,6
2831,15701555,Nicholls,575,Spain,Male,53,1
2832,15758482,Montalvo,626,France,Female,32,0
2833,15758171,Tien,582,France,Male,20,4
2834,15680346,Chuang,683,Spain,Male,40,8
2835,15649124,Fang,850,France,Male,30,9
2836,15812917,Kosisochukwu,653,Spain,Male,35,6
2837,15768455,Young,679,France,Male,60,8
2838,15703059,Scott,549,Germany,Female,49,6
2839,15646196,Yeh,850,Spain,Female,36,2
2840,15585451,Vigano,558,Germany,Female,32,1
2841,15714057,Windradyne,528,Spain,Male,40,4
2842,15748473,Curnow,801,France,Male,38,5
2843,15785782,Ugonna,513,Spain,Male,48,2
2844,15693233,De Neeve,666,Germany,Male,38,6
2845,15757521,Ricci,606,France,Male,35,2
2846,15812513,Nnaife,599,Germany,Male,45,10
2847,15674950,Ebelechukwu,544,Germany,Male,39,4
2848,15678572,Keating,529,Spain,Male,38,7
2849,15713608,Tuan,850,France,Female,41,5
2850,15579262,Shearston,497,France,Male,41,9
2851,15610426,Tien,764,France,Female,39,5
2852,15776454,Hamilton,603,France,Female,48,5
2853,15771483,Arnold,609,France,Male,40,6
2854,15648489,Ting,487,France,Male,53,4
2855,15646609,Chao,748,France,Male,33,1
2856,15693203,Powell,710,Spain,Female,75,5
2857,15813067,Williams,432,Germany,Female,45,3
2858,15769829,Cheng,534,Spain,Male,51,3
2859,15662434,Zhdanova,607,France,Male,25,3
2860,15773503,Tsai,551,Spain,Male,32,4
2861,15705890,Nebechukwu,674,France,Male,45,7
2862,15711398,Fetherstonhaugh,525,France,Female,25,6
2863,15752375,Ojiofor,645,Germany,Male,33,8
2864,15659175,Severson,755,France,Female,43,9
2865,15597033,Speight,708,Germany,Male,37,8
2866,15590228,Greenwalt,715,France,Male,21,6
2867,15631848,Grover,727,France,Female,26,9
2868,15654211,Milani,559,Spain,Female,27,1
2869,15707968,Akobundu,545,Spain,Male,36,8
2870,15594084,Anderson,524,France,Male,22,9
2871,15651093,Chien,707,France,Female,55,1
2872,15798824,Kennedy,671,Spain,Male,38,0
2873,15671591,Castiglione,439,Spain,Male,52,3
2874,15707189,Marshall,667,Germany,Female,36,1
2875,15733581,Duncan,831,Germany,Male,32,9
2876,15641640,Uspenskaya,545,Spain,Female,33,7
2877,15585284,Thomson,604,Spain,Female,35,7
2878,15617866,Calabrese,657,Spain,Male,67,5
2879,15667751,Herrera,487,Spain,Female,36,1
2880,15669411,Muse,750,Germany,Female,52,6
2881,15789425,Marsden,694,Germany,Female,37,8
2882,15570943,Artemyeva,711,Germany,Female,35,2
2883,15685829,McKay,551,France,Male,37,3
2884,15721917,Chuang,559,France,Female,38,8
2885,15776047,Nicholls,620,France,Female,29,3
2886,15716024,Dennis,660,Spain,Male,42,5
2887,15675328,Knight,449,France,Female,37,6
2888,15604314,Webb,703,Germany,Female,26,1
2889,15658339,Pugliesi,795,Germany,Male,37,2
2890,15630402,Nebechukwu,594,France,Female,31,9
2891,15689616,Ward,586,Spain,Male,34,5
2892,15774224,Nixon,613,Germany,Female,30,5
2893,15701291,Chidubem,601,France,Male,44,3
2894,15719606,Rivers,657,France,Male,50,9
2895,15644119,Sochima,531,France,Male,31,3
2896,15646859,Heydon,621,Germany,Male,47,7
2897,15606836,Lombardo,782,France,Female,33,2
2898,15664150,Holland,528,Germany,Female,29,9
2899,15624510,Tien,696,France,Male,52,6
2900,15810944,Bryant,586,France,Female,35,7
2901,15668575,Hao,626,Spain,Female,26,8
2902,15603246,Genovesi,498,France,Male,73,2
2903,15804002,Kovalev,691,France,Female,33,1
2904,15728773,Hsieh,568,France,Female,47,7
2905,15598044,Debellis,715,France,Female,35,3
2906,15694829,Chibueze,680,Germany,Male,32,7
2907,15600575,Padovano,802,Spain,Male,41,6
2908,15727311,Yen,539,France,Female,22,0
2909,15570769,Kibble,494,France,Male,69,9
2910,15606274,Lori,594,Germany,Male,38,6
2911,15746139,Enemuo,596,France,Male,33,2
2912,15704987,Lu,649,France,Female,52,8
2913,15628972,Nebeolisa,699,Germany,Male,32,1
2914,15697686,Stewart,787,France,Female,40,6
2915,15733883,Ward,604,France,Male,28,7
2916,15617482,Milanesi,489,Germany,Female,52,1
2917,15704583,Chikwado,651,France,Male,56,2
2918,15621083,Douglas,698,France,Male,57,6
2919,15649487,Sal,578,Germany,Female,38,4
2920,15736760,Douglas,538,Spain,Female,42,9
2921,15714658,Yates,696,France,Female,33,4
2922,15599081,Watt,507,Germany,Female,46,8
2923,15705113,P'an,685,Spain,Male,34,6
2924,15631159,H?,705,Germany,Male,41,4
2925,15792818,Perry,499,Germany,Female,29,6
2926,15633531,Lavrov,717,France,Female,76,9
2927,15744529,Chiekwugo,510,France,Male,63,8
2928,15669656,Macdonald,632,France,Male,32,6
2929,15581198,Jenkins,668,Germany,Female,39,0
2930,15729054,Korovina,744,Germany,Male,32,4
2931,15573452,Manning,663,Germany,Male,42,7
2932,15776733,Wilson,638,Germany,Female,37,7
2933,15724858,Begum,688,France,Female,54,9
2934,15713144,Ingrassia,588,Spain,Male,46,8
2935,15690188,Maclean,631,France,Male,33,7
2936,15689425,Olejuru,687,Spain,Male,35,8
2937,15671766,Enyinnaya,599,France,Male,44,10
2938,15782806,Watson,718,Spain,Male,28,6
2939,15764419,Langdon,730,France,Male,27,5
2940,15591915,Frolov,533,France,Female,39,2
2941,15772798,Chikezie,711,Spain,Female,28,5
2942,15792008,Zetticci,555,Spain,Female,26,9
2943,15715541,Yang,850,France,Female,42,9
2944,15639277,Lin,678,France,Female,41,9
2945,15798850,Goddard,576,France,Male,32,7
2946,15776348,Rogers,835,Germany,Male,20,4
2947,15727696,Zubareva,592,France,Male,42,1
2948,15793813,Onochie,774,France,Male,36,7
2949,15694395,Ts'ui,620,France,Female,29,1
2950,15764195,Newsom,519,Spain,Male,39,4
2951,15744919,Genovese,734,Spain,Female,37,0
2952,15671655,Thorpe,763,Germany,Male,31,7
2953,15654901,Horton,733,France,Male,51,10
2954,15649136,Williamson,650,France,Female,43,6
2955,15775562,Shoobridge,538,France,Female,33,5
2956,15807481,Peng,577,France,Female,46,1
2957,15642885,Gray,792,France,Male,30,8
2958,15789109,Watson,686,France,Female,41,10
2959,15814004,Fyodorova,589,France,Male,29,2
2960,15673619,Bazhenov,530,France,Male,25,9
2961,15595135,Solomon,778,Germany,Female,29,7
2962,15583681,Layh,616,Spain,Male,31,7
2963,15605000,John,550,France,Male,38,9
2964,15718071,Tuan,655,France,Female,51,3
2965,15679760,Slattery,721,France,Male,46,1
2966,15654574,Onyekachi,499,Germany,Male,36,5
2967,15577178,Genovese,511,France,Male,45,5
2968,15595324,Daniels,579,Germany,Female,39,5
2969,15756932,Caldwell,696,Spain,Female,36,7
2970,15726358,Chiemenam,681,France,Male,34,7
2971,15595228,Wanliss,815,France,Male,45,7
2972,15782530,Bruce,681,Spain,Male,30,2
2973,15592877,Wright,641,Spain,Male,42,9
2974,15651983,Fang,591,France,Female,56,9
2975,15746737,Eames,565,Germany,Male,59,9
2976,15774179,Sutherland,487,France,Male,37,6
2977,15667265,Cavenagh,729,France,Male,39,4
2978,15655123,Dumetolisa,505,Spain,Female,45,9
2979,15595917,Mackay,580,France,Female,35,1
2980,15668385,Dellucci,642,France,Male,40,1
2981,15709476,Kenyon,850,Spain,Female,41,3
2982,15711218,Parry,616,Germany,Male,39,2
2983,15798659,Kennedy,526,Spain,Female,43,3
2984,15663939,Arnott,523,Germany,Male,35,8
2985,15694946,Hanson,663,France,Male,35,9
2986,15631912,T'ao,840,France,Male,30,8
2987,15768816,Shen,570,Germany,Male,42,0
2988,15682268,Steere,676,Germany,Female,26,1
2989,15684801,Abbott,689,France,Male,47,1
2990,15636428,Sutherland,703,Spain,Female,45,1
2991,15809823,Thurgood,491,Germany,Male,19,2
2992,15699284,Johnson,584,France,Male,49,8
2993,15786993,Lung,810,France,Female,51,5
2994,15709441,Cocci,745,Spain,Female,59,8
2995,15710257,Matveyeva,625,France,Female,39,3
2996,15582492,Moore,535,France,Female,29,2
2997,15575694,Yobachukwu,729,Spain,Female,45,7
2998,15756820,Fleming,655,France,Female,26,7
2999,15766289,Dickinson,751,France,Male,47,5
3000,15593014,Evseyev,525,France,Male,33,1
3001,15584545,Aksenov,532,France,Female,40,5
3002,15675949,Fleming,696,Spain,Female,43,4
3003,15672091,Ulyanov,786,Germany,Female,32,2
3004,15801658,Summers,580,France,Male,55,6
3005,15706185,Clements,596,Germany,Male,47,5
3006,15789863,Kazakova,683,France,Male,39,4
3007,15720943,Pirozzi,747,France,Female,45,1
3008,15697997,Jamieson,602,France,Male,33,5
3009,15665416,Ferri,779,France,Male,62,10
3010,15660200,Mai,551,France,Male,31,1
3011,15619653,Hannaford,666,France,Male,47,2
3012,15773447,Fomin,526,Spain,Male,30,8
3013,15739160,Mahon,849,France,Female,41,9
3014,15689237,Shaw,471,France,Female,27,4
3015,15679297,Volkova,628,Spain,Male,43,3
3016,15591433,Miles,674,Germany,Male,43,8
3017,15642725,Madison,797,France,Male,32,10
3018,15701962,Scott,590,Spain,Female,29,2
3019,15811613,Voss,588,France,Female,27,8
3020,15741049,Colebatch,577,France,Male,29,7
3021,15724423,Wilson,571,France,Female,38,6
3022,15574305,T'ang,680,France,Male,36,3
3023,15678168,Gibson,648,Spain,Female,27,7
3024,15697020,Hs?eh,618,France,Male,39,2
3025,15610801,Pan,648,Germany,Male,41,5
3026,15745232,Chikelu,759,France,Female,39,6
3027,15722758,Allan,585,France,Male,40,7
3028,15792102,Yefremova,774,France,Female,42,3
3029,15675185,Chuang,697,Germany,Female,48,2
3030,15801247,Fan,605,Spain,Male,39,10
3031,15725660,Dellucci,676,France,Male,20,1
3032,15638963,Garran,678,France,Female,22,4
3033,15800061,Moretti,495,Spain,Female,45,3
3034,15578006,Yao,787,France,Female,85,10
3035,15668504,Lucchesi,770,France,Male,36,2
3036,15687491,Nkemdilim,817,Germany,Male,45,9
3037,15610403,Anderson,659,France,Male,43,1
3038,15741094,Sagese,693,France,Male,21,1
3039,15807909,Rubensohn,744,France,Male,47,9
3040,15666141,Baldwin,829,Spain,Female,26,8
3041,15617134,Iqbal,716,France,Male,38,4
3042,15783029,Monaldo,671,France,Male,34,7
3043,15622833,Mahon,835,Germany,Female,29,10
3044,15746422,Muir,636,France,Female,38,1
3045,15750839,Burns,649,Spain,Male,29,2
3046,15749130,Dyer,621,Germany,Male,27,1
3047,15779862,Lyons,658,Germany,Female,31,3
3048,15767871,H?,784,Spain,Male,48,7
3049,15679651,Gardiner,783,Spain,Female,37,1
3050,15576219,Cameron,615,France,Male,32,4
3051,15699247,Chapman,791,France,Female,44,5
3052,15619087,Taylor,762,France,Male,53,1
3053,15605327,Namatjira,607,France,Male,35,2
3054,15610140,He,601,France,Female,34,5
3055,15791174,Leibius,540,Spain,Male,67,1
3056,15602373,White,812,France,Male,44,4
3057,15762605,Wall,685,France,Male,58,1
3058,15598840,Moretti,680,France,Male,33,1
3059,15744279,Patterson,680,Spain,Female,58,8
3060,15670619,Coppin,631,France,Female,33,8
3061,15599533,Tsao,569,France,Female,43,7
3062,15757837,Kao,584,Germany,Male,33,3
3063,15697574,Stewart,582,France,Female,40,9
3064,15578738,Tuan,609,France,Male,32,7
3065,15762228,Barnes,506,Spain,Male,35,6
3066,15614827,Sun,503,France,Male,42,8
3067,15789815,Fallaci,503,France,Female,28,5
3068,15579781,Buccho,806,Germany,Male,31,10
3069,15587013,Tien,653,France,Female,31,7
3070,15570932,Pirozzi,666,France,Male,43,7
3071,15794661,Liu,674,Spain,Male,32,2
3072,15581654,Long,798,France,Male,32,7
3073,15644296,Scott,740,France,Female,30,8
3074,15614420,Gerasimova,531,Germany,Female,32,0
3075,15609653,Ifeatu,614,Germany,Female,44,6
3076,15594577,De Luca,556,France,Male,35,10
3077,15584114,Ogbonnaya,678,Germany,Female,43,2
3078,15673367,Humffray,587,Germany,Male,33,6
3079,15685576,Degtyaryov,527,Spain,Female,36,6
3080,15774727,Monaldo,757,Germany,Female,34,1
3081,15694288,Cawthorne,468,Spain,Male,28,3
3082,15603319,Graham,693,France,Male,29,2
3083,15759066,Carpenter,483,France,Female,44,5
3084,15814816,Kambinachi,466,France,Male,40,4
3085,15724402,Tyler,770,France,Female,30,8
3086,15571059,Martin,734,France,Female,54,3
3087,15674206,Walker,716,France,Female,22,8
3088,15715160,Khan,439,France,Male,36,2
3089,15730448,Iroawuchi,538,Germany,Male,25,5
3090,15662067,Summers,743,France,Male,40,8
3091,15779581,Bottrill,734,Spain,Female,43,3
3092,15662901,Hu,656,France,Male,37,2
3093,15689751,Jones,666,France,Female,31,2
3094,15667742,Vincent,627,Spain,Male,41,5
3095,15738448,Sanford,480,Germany,Female,25,3
3096,15680243,Brown,792,France,Male,19,7
3097,15745083,Lei,613,Germany,Male,59,8
3098,15708228,Toscani,476,Germany,Male,30,3
3099,15628523,Chien,539,France,Female,24,3
3100,15708196,Uchenna,696,Spain,Male,60,8
3101,15735549,Lori,810,Germany,Male,35,3
3102,15809347,Fanucci,763,Germany,Male,32,9
3103,15660866,Chimaobim,640,France,Female,29,3
3104,15766609,Jowers,655,France,Female,47,10
3105,15654230,Miller,526,Germany,Male,31,5
3106,15794566,Kirsova,678,France,Female,28,4
3107,15800890,T'ien,554,France,Female,45,6
3108,15697424,Ku,597,Spain,Female,30,2
3109,15724536,Chin,560,Spain,Female,28,1
3110,15735878,Law,850,Germany,Female,47,10
3111,15707596,Chung,546,Germany,Female,74,8
3112,15657163,Cockrum,623,Germany,Male,42,1
3113,15622478,Greaves,698,France,Female,40,7
3114,15779529,Grant,620,France,Male,32,7
3115,15636023,O'Donnell,619,France,Female,40,10
3116,15582066,Maclean,561,France,Male,21,4
3117,15666675,Hsieh,753,France,Female,39,7
3118,15732987,Hs?,721,Spain,Male,43,3
3119,15789432,Mazzanti,451,France,Male,33,6
3120,15663161,Chiu,680,Germany,Female,51,5
3121,15694879,Reeves,590,Spain,Female,23,7
3122,15593715,Castiglione,634,Germany,Male,27,3
3123,15575002,Ferguson,676,France,Male,29,4
3124,15622171,Nnamdi,642,France,Male,30,8
3125,15795224,Wu,760,France,Male,39,6
3126,15685346,Chu,736,Spain,Female,26,4
3127,15691808,King,656,France,Male,43,7
3128,15721007,Charlton,776,Germany,Male,33,8
3129,15794253,Marsh,832,Spain,Female,34,6
3130,15694453,Walker,631,Germany,Male,37,9
3131,15813113,Chang,795,Spain,Female,56,5
3132,15614187,Pottinger,648,Germany,Female,39,3
3133,15619407,Buckley,615,France,Male,39,4
3134,15646227,Folliero,682,France,Female,27,1
3135,15660541,Olisanugo,694,France,Male,34,5
3136,15753874,Kent,694,France,Male,37,10
3137,15617877,Jessop,607,France,Male,44,0
3138,15772073,Hodge,664,France,Male,48,10
3139,15701537,Ignatiev,756,France,Male,60,2
3140,15736228,Chambers,645,France,Female,40,3
3141,15780572,Mansom,653,Spain,Male,30,4
3142,15769596,Yen,710,Germany,Female,24,2
3143,15586996,Azikiwe,697,France,Female,76,7
3144,15722061,Allen,619,Germany,Female,41,8
3145,15638003,Komarova,648,Spain,Male,55,1
3146,15775590,Mackay,482,Germany,Female,48,2
3147,15730688,Yu,548,France,Female,28,8
3148,15753102,Curtis,752,Spain,Male,44,6
3149,15810075,Fang,648,France,Female,39,6
3150,15723373,Page,643,Spain,Female,34,8
3151,15795298,Olisaemeka,573,Germany,Female,35,9
3152,15584320,Brennan,686,France,Female,39,3
3153,15724161,Sutton,644,France,Female,40,9
3154,15750056,Hyde,702,France,Female,29,6
3155,15609637,Nkemakolam,652,France,Male,51,7
3156,15794493,Chimaijem,641,Spain,Male,32,7
3157,15569641,Sung,692,Germany,Female,41,8
3158,15815236,Chiganu,574,Spain,Male,34,5
3159,15811177,Beneventi,643,France,Female,31,3
3160,15680587,Esposito,834,France,Male,23,4
3161,15672821,Owen,591,France,Male,28,5
3162,15767681,Smalley,470,Spain,Male,34,9
3163,15600379,Hsiung,608,Spain,Male,34,7
3164,15801336,Ch'ang,649,Germany,Female,37,8
3165,15721592,Barton,665,France,Female,38,5
3166,15581282,Lucchese,651,France,Female,39,6
3167,15746203,Hsia,555,Germany,Male,62,4
3168,15583137,Pope,637,France,Female,48,7
3169,15680752,Horrocks,675,France,Female,49,0
3170,15688172,Tai,677,Spain,Male,40,5
3171,15791373,Chikezie,850,Germany,Female,35,2
3172,15589449,Frye,815,France,Female,56,3
3173,15692819,Toscani,665,Germany,Male,32,1
3174,15727467,Mellor,485,France,Female,27,3
3175,15734312,Kang,577,Spain,Male,43,6
3176,15764604,Sutherland,586,France,Female,35,7
3177,15613014,Hs?,722,Germany,Male,29,1
3178,15759684,Ting,528,France,Female,27,7
3179,15609669,Chuang,542,France,Female,39,4
3180,15685536,Chu,552,France,Female,34,5
3181,15750447,Ozoemena,678,France,Female,60,10
3182,15663249,Howells,575,Spain,Female,37,9
3183,15638646,Lucchese,669,France,Female,43,1
3184,15734161,Nnonso,636,France,Male,43,6
3185,15631070,Gerasimova,667,Germany,Male,55,9
3186,15761950,Woronoff,652,Germany,Female,45,9
3187,15649668,Wilhelm,637,Germany,Female,36,10
3188,15713912,Nebechukwu,516,Spain,Female,45,8
3189,15586757,Anenechukwu,801,France,Female,32,4
3190,15596522,Meredith,692,France,Female,42,2
3191,15625395,Chinomso,585,France,Female,28,6
3192,15760570,Stephenson,590,France,Male,32,5
3193,15566689,Chimaoke,554,Spain,Male,66,8
3194,15725794,Winters,659,France,Female,49,1
3195,15673539,Napolitani,690,France,Female,26,3
3196,15705298,L?,697,Germany,Male,29,0
3197,15675791,Williams,610,France,Male,36,4
3198,15747043,Giles,599,Spain,Male,36,4
3199,15736397,Wang,544,France,Male,23,1
3200,15678201,Robertson,548,France,Female,46,1
3201,15720745,Murray,635,Spain,Male,24,4
3202,15637593,Greco,722,France,Male,20,6
3203,15598070,Marchesi,564,France,Female,33,4
3204,15787550,Chao,719,France,Male,69,3
3205,15603942,Hawthorn,547,Germany,Male,50,3
3206,15733973,Bibi,850,France,Female,42,8
3207,15596761,Hawdon,515,Germany,Male,60,9
3208,15652400,Moss,667,Spain,Male,56,2
3209,15717893,Briggs,607,Germany,Male,36,8
3210,15622585,McIntyre,525,France,Male,26,7
3211,15733964,Russo,606,Spain,Female,53,1
3212,15753861,Ballard,686,Germany,Female,27,1
3213,15747097,Hs?,611,France,Male,35,10
3214,15594762,Pisani,827,Spain,Male,46,1
3215,15667417,Tao,572,France,Male,33,9
3216,15684861,Thomson,726,France,Female,32,8
3217,15742204,Hsu,579,Germany,Male,31,6
3218,15623502,Morrison,598,Spain,Female,56,4
3219,15774872,Joslin,663,France,Male,36,10
3220,15611191,Scott,505,Germany,Female,37,10
3221,15674331,Bidwill,576,Germany,Male,30,7
3222,15619465,Cameron,555,Spain,Female,24,2
3223,15575247,Cartwright,524,France,Male,30,1
3224,15695679,Yao,776,Spain,Male,39,2
3225,15713463,Tate,645,Germany,Female,41,2
3226,15785170,Neal,850,Germany,Female,32,0
3227,15796351,Yao,603,Germany,Male,35,1
3228,15639576,Burns,691,France,Male,26,9
3229,15693264,Onyinyechukwuka,583,France,Female,29,10
3230,15589715,Fulks,584,France,Female,66,5
3231,15769902,Christie,679,France,Female,33,6
3232,15587177,Lloyd,646,France,Male,36,6
3233,15814553,Ball,559,France,Female,34,5
3234,15601550,Genovesi,595,Spain,Male,36,6
3235,15664907,Alexander,527,France,Male,47,1
3236,15612465,Siciliano,684,Spain,Male,34,9
3237,15810800,Ositadimma,673,Spain,Female,32,0
3238,15665760,Kazantsev,802,Spain,Male,38,7
3239,15588080,Giles,675,France,Male,54,6
3240,15776844,Hao,762,Spain,Female,19,6
3241,15717560,Martin,580,France,Male,50,0
3242,15629739,Hartley,621,Germany,Female,31,8
3243,15729908,Allan,411,France,Female,36,10
3244,15716781,Dolgorukova,815,France,Male,24,7
3245,15646936,Nnamdi,631,Germany,Female,32,2
3246,15768151,Romano,514,Germany,Female,45,3
3247,15579212,Chuang,638,France,Male,57,6
3248,15721835,Owen,791,Spain,Male,25,7
3249,15800515,Singh,516,France,Male,35,5
3250,15591279,Nwagugheuzo,734,France,Male,37,3
3251,15587419,Shipton,611,France,Male,58,8
3252,15750335,Paterson,850,Germany,Male,43,0
3253,15699619,Rivas,641,France,Male,31,10
3254,15606472,Lung,585,France,Female,38,5
3255,15778368,Allan,552,Germany,Male,50,4
3256,15671387,Fetherstonhaugh,507,France,Female,29,4
3257,15573926,Lung,735,Spain,Male,38,7
3258,15709183,Davidson,707,France,Female,58,3
3259,15577514,Mai,698,Germany,Female,36,7
3260,15778830,Dellucci,841,France,Male,31,2
3261,15768072,Mitchell,688,Spain,Female,33,2
3262,15768293,Sun,614,France,Male,51,3
3263,15654456,Napolitano,511,Germany,Male,48,6
3264,15807525,Bailey,447,France,Male,43,2
3265,15574372,Hoolan,738,France,Male,35,5
3266,15671249,Kent,422,France,Female,33,2
3267,15779744,Chou,537,Spain,Male,30,1
3268,15624755,Pepper,707,Germany,Female,40,3
3269,15611430,Abramowitz,690,France,Male,54,5
3270,15774744,Lord,664,Germany,Male,33,7
3271,15629885,Wilson,850,France,Female,33,7
3272,15708791,Abazu,584,Spain,Male,32,9
3273,15793890,Harriman,728,France,Female,59,4
3274,15646091,Frankland,560,Spain,Female,43,4
3275,15596984,Pinto,629,France,Female,31,6
3276,15800215,Kwemtochukwu,658,France,Male,25,3
3277,15577806,Chiu,794,Germany,Female,54,1
3278,15749381,Yu,790,France,Female,41,2
3279,15683758,Onyekachukwu,640,France,Male,44,7
3280,15670615,Castiglione,652,Spain,Male,37,7
3281,15715622,To Rot,583,France,Female,57,3
3282,15707634,Anenechukwu,775,France,Female,32,2
3283,15806901,Henderson,584,France,Female,39,2
3284,15775335,Ellis,635,Germany,Female,48,4
3285,15724150,Nkemdirim,814,France,Male,48,9
3286,15627220,Kang,735,Germany,Female,43,9
3287,15672330,Lear,678,France,Female,31,1
3288,15668521,Jamieson,693,France,Male,37,1
3289,15807837,Mazzanti,640,France,Female,30,6
3290,15592570,Marino,773,Spain,Female,23,8
3291,15748589,Winter,736,France,Female,30,9
3292,15635893,T'ien,693,France,Female,28,8
3293,15757632,Hughes-Jones,496,France,Female,41,1
3294,15691863,Cody,751,France,Female,39,3
3295,15706071,Hunt,528,Germany,Male,39,0
3296,15654296,Estrada,754,Spain,Female,19,9
3297,15755018,Dickinson,568,Germany,Female,26,10
3298,15594041,Fanucci,592,Spain,Female,41,2
3299,15670587,Yang,558,Germany,Male,25,10
3300,15724527,Forbes,825,France,Male,34,9
3301,15801904,Heard,677,Germany,Male,28,0
3302,15658195,Efremova,653,France,Male,34,5
3303,15630113,Morphett,593,Spain,Male,35,4
3304,15784320,Lenhardt,632,France,Female,44,3
3305,15676513,Burns,601,Germany,Male,35,8
3306,15574072,Ch'ien,786,France,Female,62,8
3307,15633854,Sun,654,France,Female,40,3
3308,15618566,Jamieson,572,France,Female,38,7
3309,15733014,Nolan,813,France,Female,62,10
3310,15753343,Barry,523,France,Female,28,2
3311,15746076,Saunders,506,Spain,Male,50,3
3312,15608226,McMorran,513,Spain,Male,72,3
3313,15605684,Phelan,664,France,Female,31,7
3314,15638988,Fu,684,France,Male,54,6
3315,15628767,Hotchin,608,Spain,Female,63,3
3316,15737977,Aksyonov,527,France,Female,25,6
3317,15758116,Rossi,666,France,Male,53,5
3318,15575119,Hughes,779,France,Male,71,3
3319,15625126,Duncan,629,France,Female,40,6
3320,15567114,McGarry,430,France,Male,35,1
3321,15672242,Aksenov,712,France,Male,24,2
3322,15681327,Akhtar,682,France,Male,30,9
3323,15802585,Pisani,634,France,Female,41,8
3324,15740630,Pisano,487,Spain,Female,31,1
3325,15815420,McDaniels,808,Spain,Male,47,8
3326,15711468,Tennant,527,France,Female,32,7
3327,15799626,Donaghy,637,Germany,Male,50,4
3328,15659325,Todd,802,Spain,Male,40,5
3329,15651352,Tobenna,529,France,Female,38,2
3330,15684925,Vicars,850,France,Female,43,3
3331,15657439,Chao,738,France,Male,18,4
3332,15574122,Tien,817,France,Male,34,5
3333,15720508,Hsing,735,France,Male,31,3
3334,15599078,Yang,619,Germany,Female,41,5
3335,15702300,Walker,671,France,Male,27,5
3336,15660735,T'ang,581,Spain,Female,31,6
3337,15671390,Chukwukere,690,Spain,Male,36,10
3338,15647385,Ch'iu,579,Spain,Male,56,4
3339,15739223,Pai,688,Spain,Female,24,3
3340,15631305,Franklin,599,Spain,Female,28,4
3341,15809263,Y?,729,Germany,Male,29,5
3342,15640866,Peng,718,France,Female,29,3
3343,15775663,Otitodilichukwu,712,Germany,Male,53,6
3344,15631800,Pagnotto,474,France,Male,37,3
3345,15654292,Vessels,565,Germany,Male,33,8
3346,15648320,Heller,658,France,Female,31,7
3347,15726747,Donaldson,714,France,Male,63,4
3348,15694510,Ifeanyichukwu,725,France,Male,45,1
3349,15572291,Kao,825,France,Male,40,6
3350,15603465,Dunn,665,Germany,Female,45,5
3351,15685628,Calabresi,670,Spain,Male,35,2
3352,15792729,Holland,474,Germany,Female,34,9
3353,15767414,Calabresi,591,France,Male,40,2
3354,15568044,Butusov,508,France,Female,31,7
3355,15751333,Atkinson,695,France,Female,36,2
3356,15623062,Vasilyeva,660,Germany,Male,24,5
3357,15713621,Mollison,687,Germany,Male,41,10
3358,15670668,Webb,658,Germany,Male,29,5
3359,15750638,Obiajulu,705,Germany,Female,33,5
3360,15747878,Aiken,739,Spain,Male,60,4
3361,15726796,Brabyn,844,France,Male,38,7
3362,15754952,Su,602,Germany,Female,48,7
3363,15652192,Traeger,759,France,Female,33,9
